,reward,len,score,turns,dlvl,max_hitpoints,max_energy,armor_class,experience_level,experience_points,eating_score,gold_score,scout_score,sokobanfillpit_score,staircase_pet_score,staircase_score,episode_number,true_objective
519,2142.0,23685.0,2142,16127,1,42,34,3,6,532,14550,4,510,0,39,156,0,2142.0
520,438.0,4913.0,438,3602,1,25,24,4,4,106,3705,14,408,0,5,42,0,438.0
521,2344.0,19887.0,2344,15254,1,46,43,4,6,584,14548,8,693,0,9,39,0,2344.0
522,787.0,8155.0,787,7670,1,37,19,3,5,193,5712,15,497,0,6,22,0,787.0
523,0.0,316.0,0,5,1,14,5,4,1,0,0,0,30,0,0,0,1,0.0
524,1777.0,15054.0,1777,11404,1,33,26,-2,4,159,10529,5,9,0,6,26,1,1777.0
525,1648.0,13287.0,1648,7875,1,48,38,4,6,409,7448,12,482,0,0,8,0,1648.0
526,1615.0,13667.0,1615,10427,1,45,45,3,6,399,10445,19,457,0,3,28,1,1615.0
527,3066.0,24210.0,3066,16015,1,40,33,-2,5,319,15062,12,396,0,14,65,0,3066.0
528,3079.0,20523.0,3079,13130,1,49,44,3,7,765,12971,751,444,0,5,51,0,3079.0
529,4714.0,21049.0,4714,15152,1,58,35,-1,7,1168,14457,128,505,0,0,74,0,4714.0
530,4000.0,26700.0,4000,20639,1,56,42,0,7,1000,19570,6,490,0,3,16,0,4000.0
531,3580.0,24675.0,3580,15737,1,53,45,6,7,895,14992,198,633,0,7,34,0,3580.0
532,2874.0,27529.0,2874,15431,1,44,39,3,7,714,14768,18,604,0,0,4,0,2874.0
533,1614.0,9237.0,1614,4565,2,43,35,6,6,360,5679,76,1544,0,0,18,1,1614.0
534,2696.0,19425.0,2696,13619,1,50,35,2,7,671,12761,12,527,0,21,33,0,2696.0
535,887.0,9328.0,887,7821,1,41,28,3,5,217,7550,9,404,0,10,87,1,887.0
536,1240.0,15120.0,1240,10180,1,46,29,3,5,310,9965,0,585,0,2,24,0,1240.0
537,775.0,9903.0,775,7614,1,44,25,1,5,190,6953,15,469,0,1,3,0,775.0
538,1416.0,14804.0,1416,12119,1,41,26,3,6,354,10518,788,572,0,8,41,0,1416.0
539,4544.0,28328.0,4544,18630,1,61,30,3,7,1135,18050,4,587,0,10,48,0,4544.0
540,2888.0,21966.0,2888,13243,1,56,43,3,7,722,12892,820,564,0,0,117,0,2888.0
541,6403.0,33548.0,6403,21567,2,64,44,3,8,1583,21060,205,1053,0,15,123,1,6403.0
542,4442.0,26961.0,4442,19411,1,55,36,0,7,1102,18748,24,642,0,16,162,0,4442.0
543,48.0,1456.0,48,499,1,14,5,4,1,12,642,0,389,0,0,0,1,48.0
544,2836.0,20716.0,2836,14121,1,61,38,3,7,709,12757,4,501,0,0,21,0,2836.0
545,2014.0,15555.0,2014,11586,1,42,40,3,6,502,11126,6,583,0,2,65,0,2014.0
546,3163.0,27688.0,3163,13827,1,41,41,4,7,789,13368,7,590,0,0,3,0,3163.0
547,17108.0,58645.0,17108,43193,6,78,39,1,9,4156,40878,226,3213,0,5,204,0,17108.0
548,1682.0,16283.0,1682,13239,1,43,23,3,6,407,11764,54,501,0,8,21,1,1682.0
549,117.0,746.0,117,305,1,17,6,5,2,24,333,21,460,0,0,0,1,117.0
550,3030.0,28872.0,3030,18021,1,55,44,2,7,750,17538,30,687,0,0,3,0,3030.0
551,8363.0,29113.0,8363,18810,3,51,46,8,8,1898,18142,195,1634,0,14,51,0,8363.0
552,5700.0,29241.0,5700,18722,2,61,44,7,8,1404,18305,154,1222,0,0,20,0,5700.0
553,1194.0,11826.0,1194,8681,1,31,29,10,5,296,7755,10,517,0,0,12,0,1194.0
554,1174.0,13313.0,1174,6888,1,44,37,2,5,177,6182,1398,540,0,9,13,1,1174.0
555,3516.0,17259.0,3516,10151,2,47,55,0,7,854,9557,1600,1398,0,0,51,0,3516.0
556,3543.0,23297.0,3543,13938,1,49,43,-2,7,862,13967,95,575,0,2,43,0,3543.0
557,4445.0,30623.0,4445,21459,1,44,35,-3,6,639,20225,13,9,0,4,46,1,4445.0
558,4584.0,27963.0,4584,21291,1,51,35,2,7,1146,20502,878,540,0,21,51,0,4584.0
559,2138.0,16402.0,2138,11835,1,8,44,6,6,528,10843,16,549,0,19,55,0,2138.0
560,4090.0,29885.0,4090,19532,1,43,48,0,7,1020,18673,98,511,0,24,68,0,4090.0
561,1027.0,9508.0,1027,7525,1,32,30,3,5,246,7433,23,565,0,3,28,0,1027.0
562,1658.0,10250.0,1658,7491,1,50,38,3,6,407,7033,10,645,0,0,3,0,1658.0
563,4646.0,24479.0,4646,18633,1,50,41,-1,7,1159,18109,146,633,0,5,66,0,4646.0
564,9290.0,35494.0,9290,24779,4,69,43,5,8,2254,24389,114,2228,0,9,26,1,9290.0
565,8563.0,31581.0,8563,16330,4,58,34,5,8,2069,16451,137,1702,0,5,12,1,8563.0
566,0.0,279.0,0,5,1,14,5,4,1,0,0,0,83,0,0,0,1,0.0
567,11764.0,32684.0,11764,19559,4,78,57,1,9,2836,19140,210,2387,0,30,91,1,11764.0
568,6235.0,29308.0,6238,18524,2,52,35,0,7,1279,17357,155,843,0,8,98,0,6235.0
569,872.0,10000.0,872,8141,1,27,34,3,5,218,7871,0,577,0,2,28,0,872.0
570,9883.0,65023.0,9883,25836,2,57,47,3,8,2419,24829,639,1203,0,0,29,0,9883.0
571,4508.0,30044.0,4508,21016,1,55,32,1,7,643,19177,24,580,0,3,38,0,4508.0
572,19447.0,77499.0,19447,30038,5,74,54,4,9,4769,29217,845,3021,0,1,172,1,19447.0
573,3191.0,19226.0,3191,12575,1,52,35,0,7,644,11380,19,473,0,2,68,0,3191.0
574,13540.0,52222.0,13540,31689,2,61,67,5,9,3362,31301,604,1170,0,0,49,1,13540.0
575,1612.0,19938.0,1612,15009,1,49,23,1,6,398,14037,698,620,0,8,31,0,1612.0
576,1954.0,16283.0,1954,11088,1,38,39,3,6,486,10492,10,458,0,11,55,1,1954.0
577,1099.0,11013.0,1099,6471,1,27,24,3,5,273,6328,7,483,0,1,8,0,1099.0
578,6945.0,31915.0,6945,20551,3,75,49,0,8,1610,19970,637,1386,0,6,63,0,6945.0
579,1664.0,13026.0,1664,10295,1,52,36,3,6,416,10333,0,599,0,12,26,0,1664.0
580,410.0,3825.0,410,2724,1,29,19,3,4,99,2741,14,599,0,0,0,1,410.0
581,330.0,11313.0,330,5082,1,28,17,-2,3,79,5349,6,429,0,1,3,0,330.0
582,610.0,8096.0,610,6271,1,39,24,4,4,150,5774,10,550,0,7,32,1,610.0
583,3720.0,20758.0,3720,13145,1,51,37,2,7,930,13053,40,405,0,13,106,0,3720.0
584,16631.0,55847.0,16631,33655,7,73,44,3,9,3981,33109,509,3389,0,3,94,1,16631.0
585,4552.0,32473.0,4552,20890,1,48,49,1,7,653,19627,186,517,0,17,47,0,4552.0
586,8909.0,33426.0,8909,23413,3,60,27,-1,7,1279,22761,327,2053,0,9,79,1,8909.0
587,3124.0,23497.0,3124,15543,1,60,30,6,7,776,15224,10,534,0,4,17,1,3124.0
588,6295.0,31689.0,6295,22022,3,55,55,2,8,1543,21752,63,1316,0,0,53,1,6295.0
589,696.0,6142.0,696,4431,1,39,26,3,5,173,3920,4,366,0,0,26,1,696.0
590,5201.0,24511.0,5201,16415,1,58,62,1,8,1286,16441,47,678,0,0,9,0,5201.0
591,2853.0,20796.0,2853,15799,1,45,28,4,7,709,14844,17,558,0,32,49,1,2853.0
592,1748.0,18337.0,1748,11685,1,51,38,3,6,434,11912,2,387,0,5,57,1,1748.0
593,8468.0,28996.0,8468,17661,5,53,53,0,8,2057,16768,244,3834,0,0,83,0,8468.0
594,966.0,10018.0,966,7927,1,49,24,2,5,238,6433,14,468,0,8,22,0,966.0
595,908.0,10028.0,908,6957,1,43,34,2,5,225,6754,8,595,0,3,16,0,908.0
596,4648.0,23106.0,4648,16329,1,52,31,3,7,1162,15971,22,526,0,12,46,0,4648.0
597,2186.0,13500.0,2186,9517,1,45,22,4,6,543,9063,14,561,0,3,24,1,2186.0
598,2566.0,29466.0,2566,16510,1,55,44,3,6,637,16439,8,526,0,9,39,0,2566.0
599,2868.0,24818.0,2868,15173,1,61,43,3,7,711,15153,14,613,0,59,148,1,2868.0
600,7370.0,34723.0,7370,23419,2,63,44,3,8,1801,22383,248,979,0,3,51,0,7370.0
601,2835.0,20691.0,2835,14787,1,55,32,3,7,687,14671,87,621,0,2,6,0,2835.0
602,20.0,581.0,20,199,1,14,4,4,1,5,238,710,317,0,0,0,1,20.0
603,1911.0,13094.0,1911,10200,1,37,22,1,5,319,8981,3,467,0,3,49,0,1911.0
604,1526.0,10353.0,1526,4779,2,50,27,3,6,354,4198,10,1128,0,0,11,0,1526.0
605,6072.0,37874.0,6072,24734,2,67,40,2,8,1485,23876,202,622,0,32,262,0,6072.0
606,1146.0,16487.0,1146,8982,1,25,12,1,3,79,7551,6,456,0,0,0,1,1146.0
607,6354.0,32954.0,6356,18304,2,57,49,2,8,1538,17861,152,1037,0,0,40,1,6354.0
608,1413.0,13353.0,1413,9885,1,50,38,3,6,349,9275,17,553,0,0,3,1,1413.0
609,3480.0,22165.0,3480,15626,1,58,33,4,7,863,14779,28,608,0,0,2,1,3480.0
610,5522.0,28982.0,5522,21821,2,61,48,1,8,1339,21196,140,969,0,3,21,1,5522.0
611,4454.0,23457.0,4454,13799,1,68,35,3,7,1097,13552,66,572,0,2,164,1,4454.0
612,1884.0,15491.0,1884,11907,1,43,28,5,6,468,11198,12,441,0,14,86,0,1884.0
613,12.0,805.0,12,166,1,14,4,4,1,3,239,0,341,0,0,0,1,12.0
614,2189.0,19942.0,2189,13762,1,57,45,3,6,545,13653,9,529,0,10,44,1,2189.0
615,402.0,62964.0,402,10115,1,36,20,0,4,96,10637,8,574,0,0,0,1,402.0
616,5572.0,30918.0,5572,21330,1,68,38,-1,8,1393,20237,74,641,0,13,62,1,5572.0
617,16522.0,82810.0,16522,29577,5,71,44,3,9,4003,28418,652,2922,0,0,53,0,16522.0
618,612.0,8007.0,612,6414,1,26,21,7,4,150,5321,12,614,0,0,9,1,612.0
619,3038.0,18280.0,3038,12225,1,57,37,-5,7,756,12194,14,478,0,0,23,0,3038.0
620,1854.0,24997.0,1854,15195,1,40,35,-2,6,458,14512,12,632,0,14,28,0,1854.0
621,1579.0,22424.0,1579,10966,1,48,49,3,6,391,10681,15,9,0,1,11,0,1579.0
622,3006.0,22513.0,3006,18536,1,48,48,3,7,749,16480,40,747,0,11,26,0,3006.0
623,2372.0,13477.0,2372,9295,1,45,41,3,6,593,8705,1054,611,0,0,28,0,2372.0
624,11641.0,41003.0,11641,23250,4,65,40,3,9,2729,22496,1443,3082,0,133,635,0,11641.0
625,6977.0,39690.0,6977,20609,2,56,43,1,8,1726,20027,163,1127,0,14,301,0,6977.0
626,6531.0,29961.0,6531,20741,3,61,43,1,8,1566,20362,249,1319,0,7,69,0,6531.0
627,4720.0,33332.0,4720,24299,1,43,37,7,6,639,23615,904,583,0,26,64,0,4720.0
628,5384.0,35562.0,5384,19169,1,55,50,1,8,1346,18732,228,651,0,0,60,1,5384.0
629,10891.0,40829.0,10891,28130,4,71,49,5,9,2623,27880,747,2492,0,31,164,0,10891.0
630,16.0,727.0,16,56,1,14,5,4,1,4,196,0,115,0,0,0,1,16.0
631,1961.0,16792.0,1961,13977,1,42,17,3,4,159,11752,3,670,0,1,8,0,1961.0
632,8699.0,34683.0,8699,22840,4,52,45,0,8,2120,22037,59,2388,0,10,93,0,8699.0
633,6180.0,26327.0,6180,17165,2,50,42,3,8,1520,16745,50,1179,0,4,32,0,6180.0
634,1950.0,14503.0,1950,11243,1,47,37,3,6,484,10258,14,626,0,0,3,0,1950.0
635,12627.0,43543.0,12627,31183,6,80,44,-1,9,2974,30680,573,2670,0,67,218,0,12627.0
636,4438.0,31518.0,4438,21951,1,49,31,3,6,639,20634,92,435,0,29,83,0,4438.0
637,3690.0,20242.0,3690,11846,1,53,49,2,7,910,11545,138,1089,0,4,70,0,3690.0
638,3509.0,22551.0,3509,15186,1,49,35,3,7,864,14127,147,624,0,1,38,1,3509.0
639,15492.0,45236.0,15492,25618,5,75,51,1,9,3710,25315,698,2925,0,0,119,0,15492.0
640,1476.0,10892.0,1476,6881,1,55,28,3,6,369,6664,1050,504,0,3,13,1,1476.0
641,6546.0,28301.0,6546,20125,3,60,56,3,8,1600,19715,46,1220,0,4,35,1,6546.0
642,4906.0,25773.0,4906,17883,1,39,42,3,6,639,16902,34,636,0,0,59,0,4906.0
643,1103.0,9437.0,1103,5805,1,36,22,3,5,273,5082,11,619,0,1,12,1,1103.0
644,1002.0,12346.0,1002,10215,1,42,27,4,5,250,9305,2,602,0,1,32,0,1002.0
645,5908.0,28299.0,5908,19522,2,56,56,1,8,1451,18918,158,762,0,1,52,0,5908.0
646,4887.0,32965.0,4887,20018,1,55,50,3,7,1219,19973,11,616,0,3,13,0,4887.0
647,4438.0,26009.0,4438,17973,1,59,40,4,7,1107,16913,808,732,0,0,29,0,4438.0
648,5254.0,30229.0,5254,18107,1,45,42,-2,8,1296,18065,42,1239,0,0,9,0,5254.0
649,1959.0,13189.0,1959,9819,1,43,40,3,6,483,8667,17,728,0,2,24,1,1959.0
650,534.0,5525.0,534,4116,1,39,19,4,4,133,3600,2,544,0,0,0,1,534.0
651,9048.0,45018.0,9048,27927,2,63,51,1,8,2234,27335,340,971,0,8,103,0,9048.0
652,2259.0,16458.0,2259,12188,1,48,35,3,6,560,10685,9,497,0,6,43,0,2259.0
653,2688.0,18065.0,2688,13234,1,65,43,3,7,671,12071,4,449,0,1,39,1,2688.0
654,164.0,1395.0,164,995,1,17,9,3,2,39,928,8,418,0,0,0,1,164.0
655,4224.0,35278.0,4224,17024,1,54,35,-3,7,1051,18291,78,405,0,2,38,1,4224.0
656,2380.0,8512.0,2380,6746,1,40,38,-1,6,594,6409,4,436,0,4,21,1,2380.0
657,2350.0,18416.0,2350,11121,1,36,38,3,6,583,10557,18,614,0,0,114,0,2350.0
658,5790.0,27516.0,5790,20694,2,64,45,1,8,1413,19940,280,1007,0,33,130,0,5790.0
659,3592.0,19196.0,3592,14054,1,70,30,10,7,855,12942,152,490,0,2,16,0,3592.0
660,35.0,1122.0,35,652,1,14,5,3,1,8,239,3,481,0,0,0,1,35.0
661,4494.0,21507.0,4494,15479,4,50,36,2,7,1077,15521,174,1758,0,9,64,1,4494.0
662,10198.0,35207.0,10198,23228,5,61,38,6,8,2445,22261,544,2678,0,3,83,0,10198.0
663,11534.0,44325.0,11534,26806,4,71,66,-1,9,2806,26232,344,2614,0,10,92,0,11534.0
664,6415.0,27955.0,6420,21071,3,68,49,3,8,1527,20766,1075,1490,0,54,129,0,6415.0
665,8.0,512.0,8,219,1,14,4,4,1,2,0,0,372,0,0,0,1,8.0
666,2949.0,19758.0,2949,13273,1,53,33,0,7,701,12942,145,424,0,5,35,0,2949.0
667,9258.0,32704.0,9258,21239,4,68,54,2,8,2248,19925,124,2031,0,0,19,0,9258.0
668,1024.0,10012.0,1024,7372,1,42,26,3,4,159,6282,12,621,0,0,4,1,1024.0
669,4155.0,22604.0,4155,16815,1,66,38,-4,7,1032,15651,27,612,0,16,30,0,4155.0
670,7350.0,40186.0,7350,26565,3,61,52,4,8,1291,25317,246,1478,0,28,110,0,7350.0
671,4185.0,18350.0,4185,13223,2,45,42,1,7,1009,12923,2177,1616,0,2,28,1,4185.0
672,8244.0,46103.0,8244,27357,2,66,36,8,8,2041,26914,1204,1209,0,2,16,0,8244.0
673,3050.0,19957.0,3050,15327,1,44,46,2,7,746,15403,66,472,0,17,55,1,3050.0
674,6086.0,24825.0,6086,14370,2,60,38,0,8,1352,14404,196,765,0,10,125,1,6086.0
675,3644.0,29546.0,3644,20510,1,52,53,2,7,911,19979,20,617,0,0,4,1,3644.0
676,6573.0,34108.0,6573,20510,4,55,48,1,8,1591,19998,91,2043,0,4,224,1,6573.0
677,18862.0,53269.0,18862,34544,2,66,49,0,9,4619,34150,554,1734,0,7,95,0,18862.0
678,392.0,3106.0,392,2229,1,25,23,4,4,90,1589,22,491,0,2,2,1,392.0
679,180.0,2120.0,180,1559,1,30,12,3,3,42,1571,12,679,0,2,10,1,180.0
680,3189.0,20598.0,3189,14208,1,45,49,3,7,789,13148,69,495,0,3,46,0,3189.0
681,3844.0,23469.0,3844,18182,1,47,57,10,7,952,16933,36,632,0,2,12,1,3844.0
682,2186.0,14676.0,2186,11149,1,46,23,3,6,544,10962,10,603,0,9,32,1,2186.0
683,7054.0,45525.0,7054,29186,1,54,46,2,8,1763,28314,976,625,0,110,223,1,7054.0
684,4739.0,30421.0,4739,19833,1,40,44,1,7,1145,20131,463,586,0,5,49,1,4739.0
685,4940.0,35385.0,4940,24353,1,59,52,-3,7,1225,22837,152,512,0,39,152,1,4940.0
686,11460.0,40595.0,11460,25070,3,54,46,1,9,2840,23916,1484,2544,0,7,60,0,11460.0
687,752.0,10843.0,752,7919,1,41,34,4,5,188,7228,780,589,0,1,5,1,752.0
688,58.0,3119.0,61,2726,1,14,4,0,1,14,1937,2,558,0,3,5,1,58.0
689,2142.0,21857.0,2142,15144,1,56,36,3,6,533,15035,10,503,0,0,14,0,2142.0
690,7709.0,34115.0,7709,22437,2,56,33,0,7,1279,20659,361,826,0,2,45,0,7709.0
691,2010.0,22111.0,2010,14741,2,43,43,4,6,479,14448,34,1055,0,21,76,1,2010.0
692,2178.0,15621.0,2178,10462,4,40,40,3,6,507,10205,3826,1317,0,7,39,1,2178.0
693,1728.0,18609.0,1732,13403,1,15,27,6,6,433,12137,932,598,0,6,31,0,1728.0
694,4486.0,22236.0,4486,15301,5,61,42,8,7,1024,14753,190,1678,0,7,45,0,4486.0
695,9083.0,35169.0,9083,22670,4,74,53,8,8,1304,21599,557,1434,0,8,64,0,9083.0
696,10439.0,36388.0,10439,22228,4,67,54,5,9,2566,21658,383,2345,0,0,14,0,10439.0
697,1028.0,7382.0,1028,5551,1,32,27,3,5,255,6065,8,481,0,8,47,1,1028.0
698,6031.0,26383.0,6031,17715,3,53,46,5,8,1463,17219,79,1973,0,0,44,1,6031.0
699,5026.0,28267.0,5026,17239,1,50,28,3,7,1254,17083,80,492,0,0,6,1,5026.0
700,2515.0,16935.0,2515,11662,1,38,42,4,6,542,10962,327,582,0,34,138,1,2515.0
701,3258.0,21647.0,3258,16640,1,39,39,1,7,812,15751,72,452,0,22,66,1,3258.0
702,8032.0,28632.0,8032,18788,5,68,37,2,8,1867,18701,314,2046,0,6,75,1,8032.0
703,4949.0,22807.0,4949,14460,1,62,40,4,7,1215,13885,89,578,0,0,88,0,4949.0
704,4924.0,25510.0,4924,17351,1,51,38,1,7,1231,17136,122,568,0,0,172,0,4924.0
705,9965.0,43590.0,9965,25879,3,60,58,0,8,1356,24912,227,1657,0,1,73,1,9965.0
706,1634.0,12988.0,1634,9566,1,55,27,3,6,406,9164,0,445,0,36,40,1,1634.0
707,13582.0,35946.0,13582,24517,4,69,56,6,9,3294,23533,492,2511,0,2,54,1,13582.0
708,7432.0,33853.0,7432,21144,3,63,45,10,8,1769,20148,1156,1927,0,0,45,0,7432.0
709,2526.0,18549.0,2526,13617,1,45,24,4,6,622,12922,28,626,0,0,12,1,2526.0
710,7031.0,20086.0,7031,11796,2,47,63,3,8,1663,11821,631,2083,0,0,20,1,7031.0
711,8200.0,38738.0,8200,25489,1,65,57,2,8,2047,23923,312,722,0,0,45,0,8200.0
712,11350.0,50380.0,11350,28479,3,75,46,0,9,2787,28219,398,1587,0,1,60,1,11350.0
713,8756.0,45793.0,8756,28530,2,63,62,-2,8,2164,27894,238,1266,0,36,210,0,8756.0
714,7216.0,37569.0,7216,20438,1,59,38,1,8,1804,19961,230,650,0,0,138,0,7216.0
715,720.0,8677.0,720,6699,1,37,24,4,5,177,6343,12,622,0,2,18,1,720.0
716,16528.0,42792.0,16528,26928,6,59,52,2,9,4067,26182,2918,3059,0,0,43,1,16528.0
717,7050.0,38249.0,7050,19955,2,58,51,1,8,1717,19353,730,839,0,0,33,0,7050.0
718,4128.0,28490.0,4128,19531,1,45,51,2,7,649,18283,62,559,0,3,59,1,4128.0
719,5622.0,38792.0,5622,22600,2,67,46,2,8,1364,22394,198,920,0,16,81,0,5622.0
720,812.0,9776.0,812,6128,1,39,26,3,5,198,5416,10,468,0,0,39,0,812.0
721,7338.0,21195.0,7338,12638,7,62,55,2,8,1368,12331,1770,3907,0,0,38,0,7338.0
722,2678.0,21259.0,2678,16355,1,49,40,7,6,372,16636,6,511,0,5,31,1,2678.0
723,9228.0,35324.0,9228,23900,2,71,46,5,8,2241,22879,312,904,0,33,64,1,9228.0
724,2557.0,21181.0,2557,15964,1,45,29,3,6,338,13706,17,453,0,15,77,0,2557.0
725,14623.0,57073.0,14623,35530,5,57,53,4,9,3480,35415,895,2834,0,0,50,1,14623.0
726,4506.0,31493.0,4506,21576,1,38,24,-3,6,639,19974,232,602,0,20,86,1,4506.0
727,5442.0,29620.0,5442,20031,2,57,52,5,8,1313,19428,130,1254,0,0,34,1,5442.0
728,5158.0,22332.0,5158,15273,2,61,43,3,7,1272,14898,20,1057,0,0,79,0,5158.0
729,1055.0,7376.0,1055,5919,1,40,19,3,5,260,5184,15,582,0,0,0,1,1055.0
730,2794.0,17196.0,2794,11486,1,42,34,3,7,676,11351,20,828,0,6,32,1,2794.0
731,6696.0,37344.0,6696,26841,1,49,41,-1,8,1674,26243,138,621,0,2,34,1,6696.0
732,5866.0,29949.0,5866,19274,1,59,36,-3,8,1455,18470,46,605,0,1,18,1,5866.0
733,4032.0,30228.0,4032,20785,1,68,46,2,7,1008,20306,144,515,0,17,44,0,4032.0
734,750.0,6328.0,750,4987,1,30,33,1,5,180,4832,20,484,0,1,23,1,750.0
735,7239.0,38857.0,7239,26234,2,57,42,3,8,1707,26074,853,986,0,31,64,1,7239.0
736,4096.0,22724.0,4096,17740,1,50,46,3,7,1024,17839,860,642,0,8,61,0,4096.0
737,3664.0,21185.0,3664,16566,1,62,33,2,7,758,16183,622,501,0,1,28,1,3664.0
738,7182.0,32225.0,7182,20820,4,56,36,4,8,1758,20399,70,1875,0,6,58,1,7182.0
739,4549.0,23028.0,4549,14290,1,54,36,3,7,1131,14010,57,465,0,0,22,0,4549.0
740,4498.0,27463.0,4498,15856,1,45,45,1,7,1123,15452,6,554,0,1,42,0,4498.0
741,1368.0,11311.0,1368,9270,1,46,27,3,6,339,7686,2,496,0,3,45,1,1368.0
742,664.0,9507.0,664,5856,1,40,31,3,5,163,4642,12,538,0,1,26,1,664.0
743,2142.0,15028.0,2142,11889,1,52,38,3,6,533,11927,10,713,0,0,4,1,2142.0
744,8109.0,41831.0,8109,27643,4,64,66,5,8,1955,27212,153,2202,0,37,333,0,8109.0
745,15922.0,63605.0,15922,35605,5,69,56,2,9,3824,35466,1052,2616,0,51,272,1,15922.0
746,6555.0,40870.0,6555,23422,2,64,50,1,8,1600,22648,105,808,0,16,68,0,6555.0
747,7460.0,33140.0,7460,20992,3,60,47,2,8,1824,20306,64,1284,0,11,136,1,7460.0
748,6676.0,32084.0,6676,19399,3,49,38,0,8,1631,18753,52,1691,0,0,17,1,6676.0
749,4730.0,28593.0,4730,20111,1,53,32,1,6,639,17995,1048,597,0,17,33,0,4730.0
750,4046.0,21368.0,4046,14600,2,57,46,3,7,995,14019,76,1006,0,0,9,1,4046.0
751,4891.0,28269.0,4891,20124,1,47,38,3,7,1217,20135,397,435,0,7,69,1,4891.0
752,661.0,8382.0,661,7087,1,36,41,4,5,163,6457,9,581,0,5,32,1,661.0
753,2708.0,15680.0,2708,11598,1,7,33,7,7,673,10470,16,556,0,0,20,1,2708.0
754,7503.0,31844.0,7503,19352,2,45,53,1,8,1823,18982,161,1238,0,0,30,0,7503.0
755,11333.0,43810.0,11333,28569,4,69,63,10,9,2723,27907,409,2208,0,29,107,0,11333.0
756,384.0,2932.0,384,2076,1,24,22,4,4,91,2100,20,506,0,0,0,1,384.0
757,15181.0,50537.0,15181,31298,2,60,49,6,9,3722,31260,2037,2601,0,10,160,1,15181.0
758,7931.0,50029.0,7931,22271,2,64,49,1,8,1955,21928,559,725,0,0,143,1,7931.0
759,676.0,7742.0,676,5861,1,50,25,4,5,164,5118,10,629,0,0,12,1,676.0
760,7138.0,33021.0,7138,19999,4,64,39,1,8,1747,20097,252,1891,0,9,74,0,7138.0
761,16880.0,45887.0,16880,27479,6,47,37,5,7,725,27315,440,3827,0,0,95,1,16880.0
762,13340.0,45836.0,13340,30201,5,68,62,9,9,3280,29480,644,2660,0,2,24,0,13340.0
763,3711.0,29060.0,3711,18424,1,63,46,3,7,646,16303,57,731,0,0,62,0,3711.0
764,10769.0,43093.0,10769,25967,2,68,39,0,9,2671,25316,1991,1188,0,5,107,0,10769.0
765,2399.0,21266.0,2399,17181,1,46,37,3,6,337,15177,11,744,0,1,10,1,2399.0
766,2980.0,23919.0,2980,13051,1,52,46,2,7,741,12644,16,606,0,0,22,1,2980.0
767,4534.0,24959.0,4534,14709,1,54,41,2,7,1131,14132,30,580,0,3,52,0,4534.0
768,11977.0,47287.0,11977,27456,4,82,61,1,9,2880,27063,359,2627,0,8,66,0,11977.0
769,1933.0,19569.0,1933,13087,1,41,37,3,6,480,13079,13,590,0,0,14,0,1933.0
770,8232.0,47104.0,8232,27426,2,66,48,1,8,1961,28073,1370,705,0,0,103,1,8232.0
771,3348.0,23084.0,3348,16766,1,51,51,3,7,837,15444,34,564,0,2,39,1,3348.0
772,5752.0,27119.0,5752,16620,2,50,63,2,8,1414,15748,538,1039,0,0,24,1,5752.0
773,9699.0,44018.0,9699,26976,3,56,51,1,8,2347,26631,651,1571,0,7,90,1,9699.0
774,9946.0,34966.0,9946,23237,3,65,46,2,8,2421,22529,214,1637,0,58,144,0,9946.0
