"Unnamed: 0","reward","len","score","turns","dlvl","max_hitpoints","max_energy","armor_class","experience_level","experience_points","eating_score","gold_score","scout_score","sokobanfillpit_score","staircase_pet_score","staircase_score","ttyrecname","episode_number","true_objective","maxlvl","role","race","gender","align","death"
"0","2","1831","2","1030","1","17","4","-1","1","0","1250","2","257","0","0","0","nle.2693393.0.ttyrec3.bz2","0","2","1","Mon","Hum","Mal","Neu","quit"
"1","575","4096","575","3377","1","27","18","3","3","52","3525","1101","659","0","0","2","nle.2693395.0.ttyrec3.bz2","0","575","1","Mon","Hum","Mal","Neu","killed by a guard"
"2","932","8198","934","6334","1","33","28","3","5","231","6620","8","405","0","0","15","nle.2693398.0.ttyrec3.bz2","0","932","1","Mon","Hum","Mal","Neu","poisoned by a rotted floating eye corpse"
"3","1231","10594","1231","9161","1","43","25","3","5","179","7001","7","482","0","27","126","nle.2693392.0.ttyrec3.bz2","0","1231","1","Mon","Hum","Mal","Neu","died of starvation while fainted"
"4","1513","13434","1513","10747","1","46","24","4","6","375","9857","3","493","0","1","24","nle.2693397.0.ttyrec3.bz2","0","1513","1","Mon","Hum","Mal","Neu","killed by a giant bat while fainted from lack of food"
"5","1620","15929","1620","10687","1","47","34","3","6","405","10635","0","630","0","16","38","nle.2693391.0.ttyrec3.bz2","0","1620","1","Mon","Hum","Mal","Neu","quit"
"6","1884","16685","1884","10979","1","49","34","4","6","471","10678","0","643","0","0","0","nle.2693394.0.ttyrec3.bz2","0","1884","1","Mon","Hum","Mal","Neu","quit"
"7","1895","16065","1895","11913","1","49","32","10","6","467","10640","7","548","0","0","41","nle.2693452.0.ttyrec3.bz2","0","1895","1","Mon","Hum","Mal","Neu","killed by an iguana while fainted from lack of food"
"8","71","758","71","334","1","14","5","4","1","17","0","3","464","0","0","0","nle.2693394.1.ttyrec3.bz2","1","71","1","Mon","Hum","Mal","Neu","quit"
"9","3020","21126","3020","9168","3","57","36","3","7","730","8523","40","1490","0","0","9","nle.2693387.0.ttyrec3.bz2","0","3020","3","Mon","Hum","Mal","Neu","killed by Ms. Sneem; the shopkeeper"
"10","2456","19543","2456","15162","1","44","33","3","6","611","13999","12","547","0","12","64","nle.2693393.1.ttyrec3.bz2","1","2456","1","Mon","Hum","Mal","Neu","killed by a wererat while fainted from lack of food"
"11","901","7619","901","5607","1","38","31","2","5","223","6299","9","590","0","7","21","nle.2693397.1.ttyrec3.bz2","1","901","1","Mon","Hum","Mal","Neu","quit"
"12","920","7564","920","5842","1","14","25","7","5","225","5306","0","592","0","5","7","nle.2693394.2.ttyrec3.bz2","2","920","1","Mon","Hum","Mal","Neu","killed by the wrath of Chih Sung-tzu"
"13","2894","25209","2894","16481","1","50","39","2","7","659","15206","28","542","0","2","55","nle.2693395.1.ttyrec3.bz2","1","2894","1","Mon","Hum","Mal","Neu","killed by a hill orc while fainted from lack of food"
"14","6047","28912","6047","18877","1","60","47","1","8","1452","18837","229","543","0","4","188","nle.2693399.0.ttyrec3.bz2","0","6047","1","Mon","Hum","Mal","Neu","quit"
"15","15129","31920","15129","20155","3","66","46","5","9","3689","19351","193","2419","0","4","220","nle.2693388.0.ttyrec3.bz2","0","15129","4","Mon","Hum","Mal","Neu","poisoned by a rotted soldier ant corpse"
"16","122","1346","122","774","1","21","11","4","2","27","258","14","569","0","0","1","nle.2693388.1.ttyrec3.bz2","1","122","1","Mon","Hum","Mal","Neu","quit"
"17","6333","31668","6333","21842","2","59","32","1","8","1545","21063","277","1057","0","5","22","nle.2693396.0.ttyrec3.bz2","0","6333","2","Mon","Hum","Mal","Neu","poisoned by a rotted giant ant corpse"
"18","8342","32108","8342","20179","4","81","48","5","8","2027","20315","102","2055","0","9","106","nle.2693389.0.ttyrec3.bz2","0","8342","4","Mon","Hum","Mal","Neu","poisoned by a rotted gnome corpse"
"19","10912","38864","10912","26100","4","75","54","10","9","3520","26289","384","2732","0","28","152","nle.2693400.0.ttyrec3.bz2","0","10912","4","Mon","Hum","Mal","Neu","poisoned by a rotted iguana corpse"
"20","2023","17271","2023","12246","1","48","45","3","6","328","11131","3","456","0","41","135","nle.2693393.2.ttyrec3.bz2","2","2023","1","Mon","Hum","Mal","Neu","killed by a giant bat while fainted from lack of food"
"21","822","8098","822","7458","1","10","25","7","5","201","5435","18","571","0","1","3","nle.2693389.1.ttyrec3.bz2","1","822","1","Mon","Hum","Mal","Neu","died of starvation while fainted"
"22","9382","34390","9382","20165","3","52","46","3","8","2211","19760","584","2476","0","0","51","nle.2693398.1.ttyrec3.bz2","1","9382","3","Mon","Hum","Mal","Neu","killed by a dwarf"
"23","6123","40230","6123","25429","2","59","48","3","8","1295","23943","223","919","0","13","73","nle.2693390.0.ttyrec3.bz2","0","6123","2","Mon","Hum","Mal","Neu","killed by a giant bat while fainted from lack of food"
"24","1983","14943","1983","11694","1","52","38","3","6","488","11541","21","523","0","4","30","nle.2693399.1.ttyrec3.bz2","1","1983","1","Mon","Hum","Mal","Neu","killed by a magic missile"
"25","4272","17047","4272","10933","6","50","37","4","7","1003","10676","244","2660","0","25","237","nle.2693395.2.ttyrec3.bz2","2","4272","6","Mon","Hum","Mal","Neu","quit"
"26","1611","14089","1611","10082","1","39","33","1","6","402","8900","3","514","0","8","46","nle.2693396.1.ttyrec3.bz2","1","1611","1","Mon","Hum","Mal","Neu","killed by a manes while fainted from lack of food"
"27","8538","29277","8538","19532","2","56","51","0","8","2119","18929","284","980","0","0","120","nle.2693387.1.ttyrec3.bz2","1","8538","2","Mon","Hum","Mal","Neu","poisoned by a rotted glob of gray ooze"
"28","582","5056","582","4569","1","40","16","3","4","144","3849","6","543","0","0","12","nle.2693399.2.ttyrec3.bz2","2","582","1","Mon","Hum","Mal","Neu","poisoned by a rotted gnome corpse while helpless"
"29","5671","26386","5671","18160","2","75","53","3","8","1382","17307","63","1069","0","9","51","nle.2693397.2.ttyrec3.bz2","2","5671","2","Mon","Hum","Mal","Neu","killed by Mr. Annootok; the shopkeeper"
"30","13157","40860","13157","28090","3","57","51","0","9","3161","27541","649","2143","0","9","123","nle.2693392.1.ttyrec3.bz2","1","13157","4","Mon","Hum","Mal","Neu","killed by a killer bee"
"31","14198","51822","14198","29357","7","74","49","7","9","3413","28895","2484","3831","0","19","45","nle.2693401.0.ttyrec3.bz2","0","14198","7","Mon","Hum","Mal","Neu","killed by a spotted jelly"
"32","905","10710","905","7885","1","44","31","3","5","221","7245","21","701","0","1","8","nle.2693395.3.ttyrec3.bz2","3","905","1","Mon","Hum","Mal","Neu","quit"
"33","10436","38237","10436","26253","3","74","48","2","9","2564","26135","1232","1333","0","2","141","nle.2693391.1.ttyrec3.bz2","1","10436","3","Mon","Hum","Mal","Neu","killed by a killer bee while fainted from lack of food"
"34","876","7236","876","5966","1","50","34","6","5","216","5292","12","540","0","5","42","nle.2693392.2.ttyrec3.bz2","2","876","1","Mon","Hum","Mal","Neu","quit"
"35","4377","23319","4377","17094","1","51","39","3","7","1014","16206","671","571","0","0","37","nle.2693398.2.ttyrec3.bz2","2","4377","1","Mon","Hum","Mal","Neu","killed by a cave spider"
"36","5689","38786","5689","24524","1","75","38","10","8","1415","24142","123","503","0","5","29","nle.2693394.3.ttyrec3.bz2","3","5689","1","Mon","Hum","Mal","Neu","killed by a kitten"
"37","4268","26491","4268","16440","1","49","51","0","7","1067","16259","64","556","0","0","98","nle.2693393.3.ttyrec3.bz2","3","4268","1","Mon","Hum","Mal","Neu","quit"
"38","3288","24424","3288","17267","1","48","47","7","7","645","16198","26","582","0","10","43","nle.2693390.1.ttyrec3.bz2","1","3288","1","Mon","Hum","Mal","Neu","killed by a wererat while fainted from lack of food"
"39","9185","50533","9185","23390","3","58","39","1","8","2229","24271","265","1483","0","0","101","nle.2693452.1.ttyrec3.bz2","1","9185","3","Mon","Hum","Mal","Neu","poisoned by a rotted glob of gray ooze"
"40","402","3407","402","2527","1","33","26","4","4","99","2517","6","583","0","0","3","nle.2693394.4.ttyrec3.bz2","4","402","1","Mon","Hum","Mal","Neu","quit"
"41","588","4894","588","3395","1","32","19","3","4","146","3184","4","553","0","15","18","nle.2693398.3.ttyrec3.bz2","3","588","1","Mon","Hum","Mal","Neu","quit"
"42","3822","24195","3822","14991","1","47","40","-1","7","953","14891","132","698","0","2","5","nle.2693387.2.ttyrec3.bz2","2","3822","1","Mon","Hum","Mal","Neu","quit"
"43","3432","22047","3432","16117","1","54","32","1","6","639","15774","0","520","0","14","59","nle.2693397.3.ttyrec3.bz2","3","3432","1","Mon","Hum","Mal","Neu","killed by a rothe"
"44","18883","38067","18883","25062","8","93","46","3","9","2599","23939","7581","2874","0","5","61","nle.2693400.1.ttyrec3.bz2","1","18883","9","Mon","Hum","Mal","Neu","killed by a soldier ant while fainted from lack of food"
"45","630","5667","630","4809","1","32","17","3","4","154","4688","14","538","0","0","13","nle.2693398.4.ttyrec3.bz2","4","630","1","Mon","Hum","Mal","Neu","quit"
"46","2212","19757","2212","13555","1","46","24","3","6","553","12842","0","578","0","3","33","nle.2693395.4.ttyrec3.bz2","4","2212","1","Mon","Hum","Mal","Neu","quit"
"48","554","7622","554","5839","1","23","21","3","4","136","5847","982","469","0","0","1","nle.2693452.2.ttyrec3.bz2","2","554","1","Mon","Hum","Mal","Neu","quit"
"49","2954","23125","2954","13987","1","60","51","3","7","733","13959","12","578","0","3","14","nle.2693401.1.ttyrec3.bz2","1","2954","1","Mon","Hum","Mal","Neu","poisoned by a rotted gecko corpse"
"50","878","7301","878","5485","1","37","22","1","5","213","4787","26","465","0","16","26","nle.2693397.4.ttyrec3.bz2","4","878","1","Mon","Hum","Mal","Neu","quit"
"51","1083","7349","1086","5654","1","43","24","1","5","270","4980","3","593","0","0","25","nle.2693400.2.ttyrec3.bz2","2","1083","1","Mon","Hum","Mal","Neu","killed by a bolt of lightning"
"52","990","9308","990","7524","1","36","22","3","5","244","6811","14","606","0","1","8","nle.2693387.3.ttyrec3.bz2","3","990","1","Mon","Hum","Mal","Neu","poisoned by a rotted wererat corpse"
"53","1419","15115","1419","11134","1","47","47","3","6","354","11227","3","498","0","6","22","nle.2693393.4.ttyrec3.bz2","4","1419","1","Mon","Hum","Mal","Neu","quit"
"54","10473","52992","10473","25329","2","74","51","10","9","2596","24270","483","971","0","0","98","nle.2693388.2.ttyrec3.bz2","2","10473","2","Mon","Hum","Mal","Neu","killed by a dog while fainted from lack of food"
"55","8681","35217","8681","23302","3","60","57","6","8","2045","22705","677","1956","0","0","30","nle.2693399.3.ttyrec3.bz2","3","8681","3","Mon","Hum","Mal","Neu","quit"
"56","76","817","76","479","1","15","5","4","1","19","1686","0","413","0","2","2","nle.2693388.3.ttyrec3.bz2","3","76","1","Mon","Hum","Mal","Neu","choked on a food ration"
"57","594","5052","594","3954","1","33","26","3","4","146","3207","10","526","0","0","41","nle.2693397.5.ttyrec3.bz2","5","594","1","Mon","Hum","Mal","Neu","quit"
"58","15958","46144","15958","28481","7","68","74","1","10","6202","28363","1512","3553","0","38","175","nle.2693389.2.ttyrec3.bz2","2","15958","7","Mon","Hum","Mal","Neu","killed by an ogre"
"59","6572","28892","6572","18796","3","47","38","3","8","1594","18134","162","1300","0","1","24","nle.2693392.3.ttyrec3.bz2","3","6572","3","Mon","Hum","Mal","Neu","killed by a bolt of fire"
"60","1656","14253","1656","10915","1","43","25","3","6","409","10522","10","452","0","9","22","nle.2693452.3.ttyrec3.bz2","3","1656","1","Mon","Hum","Mal","Neu","quit"
"61","2087","14041","2087","11373","1","47","25","3","6","335","9355","3","454","0","0","9","nle.2693401.2.ttyrec3.bz2","2","2087","1","Mon","Hum","Mal","Neu","killed by a hobgoblin while fainted from lack of food"
"62","10224","33307","10224","21122","2","65","45","0","8","2535","21448","1582","1186","0","9","15","nle.2693391.2.ttyrec3.bz2","2","10224","2","Mon","Hum","Mal","Neu","poisoned by a rotted gnome corpse"
"63","8468","52533","8468","28988","4","55","61","2","8","2048","28150","276","1235","0","3","49","nle.2693396.2.ttyrec3.bz2","2","8468","4","Mon","Hum","Mal","Neu","quit"
"64","1005","11567","1005","6527","1","41","32","4","5","244","5780","19","715","0","1","4","nle.2693392.4.ttyrec3.bz2","4","1005","1","Mon","Hum","Mal","Neu","poisoned by a rotted kobold corpse"
"65","2662","25016","2662","19175","1","49","36","3","7","663","18243","28","698","0","31","64","nle.2693394.6.ttyrec3.bz2","6","2662","1","Mon","Hum","Mal","Neu","killed by a hill orc while fainted from lack of food"
"66","5523","34194","5523","25458","2","60","48","0","8","1280","24251","43","1180","0","15","70","nle.2693390.2.ttyrec3.bz2","2","5523","2","Mon","Hum","Mal","Neu","killed by a fox while fainted from lack of food"
"67","1774","14950","1774","11171","1","42","40","3","6","441","10447","0","457","0","6","28","nle.2693389.3.ttyrec3.bz2","3","1774","1","Mon","Hum","Mal","Neu","quit"
"68","420","4588","420","3250","1","31","22","3","4","103","3182","8","535","0","1","4","nle.2693392.5.ttyrec3.bz2","5","420","1","Mon","Hum","Mal","Neu","killed by a gas spore's explosion"
"69","9225","30232","9225","19083","2","63","27","2","8","2280","18528","669","987","0","18","60","nle.2693398.5.ttyrec3.bz2","5","9225","2","Mon","Hum","Mal","Neu","poisoned by a rotted hill orc corpse"
"70","2006","14682","2006","10344","1","59","39","3","6","501","10080","2","430","0","0","70","nle.2693401.3.ttyrec3.bz2","3","2006","1","Mon","Hum","Mal","Neu","quit"
"71","3720","30870","3720","20005","1","56","59","1","7","651","18805","104","614","0","23","41","nle.2693395.5.ttyrec3.bz2","5","3720","1","Mon","Hum","Mal","Neu","killed by a hobbit while fainted from lack of food"
"72","3792","24405","3792","16196","1","49","39","1","7","948","15286","72","513","0","16","44","nle.2693393.5.ttyrec3.bz2","5","3792","1","Mon","Hum","Mal","Neu","quit"
"73","4331","22977","4331","15892","1","56","35","0","7","1067","15853","63","517","0","0","69","nle.2693388.4.ttyrec3.bz2","4","4331","1","Mon","Hum","Mal","Neu","poisoned by a rotted glob of gray ooze"
"74","211","3174","211","1471","1","29","23","3","3","50","2583","11","536","0","0","3","nle.2693398.6.ttyrec3.bz2","6","211","1","Mon","Hum","Mal","Neu","choked on a food ration"
"75","13525","22898","13525","13402","3","59","52","5","9","3208","13622","665","1775","0","0","323","nle.2693397.6.ttyrec3.bz2","6","13525","5","Mon","Hum","Mal","Neu","killed by a wand"
"76","5238","29235","5238","18806","1","62","35","3","8","1291","18572","180","548","0","5","47","nle.2693400.3.ttyrec3.bz2","3","5238","1","Mon","Hum","Mal","Neu","poisoned by a rotted rothe corpse"
"77","4649","29726","4649","18579","1","45","45","4","7","1019","18395","585","471","0","20","69","nle.2693399.4.ttyrec3.bz2","4","4649","1","Mon","Hum","Mal","Neu","quit"
"78","7607","31533","7607","20772","3","60","41","2","8","1833","19968","483","1217","0","47","142","nle.2693387.4.ttyrec3.bz2","4","7607","3","Mon","Hum","Mal","Neu","quit"
"79","1311","13266","1311","10881","1","31","25","3","5","319","8931","11","552","0","3","29","nle.2693392.6.ttyrec3.bz2","6","1311","1","Mon","Hum","Mal","Neu","killed by a manes while fainted from lack of food"
"80","3827","20033","3827","13299","3","49","44","3","7","927","13092","217","1135","0","0","61","nle.2693390.3.ttyrec3.bz2","3","3827","3","Mon","Hum","Mal","Neu","quit"
"81","1522","14832","1522","9568","1","47","31","3","6","378","9397","0","570","0","33","71","nle.2693398.7.ttyrec3.bz2","7","1522","1","Mon","Hum","Mal","Neu","quit"
"82","2481","20461","2481","14036","1","36","25","10","5","319","13685","15","540","0","4","12","nle.2693389.4.ttyrec3.bz2","4","2481","1","Mon","Hum","Mal","Neu","killed by a manes while fainted from lack of food"
"83","8575","32628","8575","20557","3","60","45","4","8","2103","19952","1251","1522","0","0","59","nle.2693391.3.ttyrec3.bz2","3","8575","3","Mon","Hum","Mal","Neu","killed by a Mordor orc while frozen by a potion"
"84","2817","20468","2817","13990","1","41","28","4","7","702","13536","9","564","0","0","53","nle.2693388.5.ttyrec3.bz2","5","2817","1","Mon","Hum","Mal","Neu","poisoned by a rotted giant rat corpse while helpless"
"85","2123","19393","2130","13478","1","45","39","3","6","526","12670","9","545","0","5","39","nle.2693397.7.ttyrec3.bz2","7","2123","1","Mon","Hum","Mal","Neu","poisoned by a rotted brown mold corpse"
"86","2415","21353","2415","15191","1","40","17","3","6","598","13160","13","618","0","7","27","nle.2693393.6.ttyrec3.bz2","6","2415","1","Mon","Hum","Mal","Neu","died of starvation while fainted"
"88","7946","31850","7946","22310","6","60","50","0","8","1899","21881","94","2697","0","7","100","nle.2693394.7.ttyrec3.bz2","7","7946","6","Mon","Hum","Mal","Neu","poisoned by a rotted jaguar corpse while helpless"
"89","5864","27578","5864","19333","1","61","48","-1","8","1331","18145","40","617","0","2","34","nle.2693395.6.ttyrec3.bz2","6","5864","1","Mon","Hum","Mal","Neu","killed by a hill orc while fainted from lack of food"
"90","627","4639","627","3701","1","43","15","4","4","152","3674","19","636","0","2","3","nle.2693397.8.ttyrec3.bz2","8","627","1","Mon","Hum","Mal","Neu","quit"
"91","6330","28335","6330","18253","2","46","40","1","8","1521","17695","218","1068","0","19","82","nle.2693401.4.ttyrec3.bz2","4","6330","2","Mon","Hum","Mal","Neu","killed by Mr. Asidonhopo; the shopkeeper"
"92","4698","26123","4698","16998","3","55","34","3","7","1138","16774","46","1461","0","5","40","nle.2693400.4.ttyrec3.bz2","4","4698","3","Mon","Hum","Mal","Neu","killed by a hill orc while frozen by a potion"
"93","732","7212","732","6007","1","36","26","-4","4","159","4559","4","494","0","4","12","nle.2693393.7.ttyrec3.bz2","7","732","1","Mon","Hum","Mal","Neu","died of starvation while fainted"
"94","3765","20150","3765","12966","1","51","28","3","6","639","11953","7","511","0","0","51","nle.2693392.7.ttyrec3.bz2","7","3765","1","Mon","Hum","Mal","Neu","killed by a large kobold while fainted from lack of food"
"95","4106","30753","4106","20123","1","47","38","2","7","1017","19843","56","513","0","12","32","nle.2693399.5.ttyrec3.bz2","5","4106","1","Mon","Hum","Mal","Neu","poisoned by a rotted large kobold corpse while helpless"
"96","3132","19756","3132","14780","1","42","39","3","7","779","13883","6","606","0","2","198","nle.2693389.5.ttyrec3.bz2","5","3132","1","Mon","Hum","Mal","Neu","poisoned by a rotted large kobold corpse while helpless"
"97","2345","18402","2345","13720","1","4","25","7","6","585","12367","5","696","0","10","29","nle.2693388.6.ttyrec3.bz2","6","2345","1","Mon","Hum","Mal","Neu","died of starvation while fainted"
"98","5688","27156","5688","19450","1","59","40","1","8","1330","18221","216","502","0","3","84","nle.2693390.4.ttyrec3.bz2","4","5688","1","Mon","Hum","Mal","Neu","killed by an orc zombie while fainted from lack of food"
"99","2712","22012","2712","13875","1","51","50","4","7","675","13973","12","630","0","3","23","nle.2693391.4.ttyrec3.bz2","4","2712","1","Mon","Hum","Mal","Neu","quit"
"100","11327","37048","11327","21767","4","73","51","1","9","2760","21504","473","2060","0","0","224","nle.2693387.5.ttyrec3.bz2","5","11327","4","Mon","Hum","Mal","Neu","killed by a rothe"
"101","2337","20865","2337","12640","1","39","24","4","6","581","12633","13","477","0","0","18","nle.2693394.8.ttyrec3.bz2","8","2337","1","Mon","Hum","Mal","Neu","poisoned by a rotted coyote corpse"
"102","4410","22781","4410","16442","1","49","47","1","7","1087","16060","124","656","0","18","41","nle.2693398.9.ttyrec3.bz2","9","4410","1","Mon","Hum","Mal","Neu","killed by a hill orc while frozen by a potion"
"103","2351","19577","2351","14000","1","53","42","3","6","587","13968","3","554","0","9","57","nle.2693395.7.ttyrec3.bz2","7","2351","1","Mon","Hum","Mal","Neu","poisoned by a rotted jackal corpse"
"104","2655","19696","2655","13508","1","48","42","3","7","661","13071","11","496","0","6","28","nle.2693397.9.ttyrec3.bz2","9","2655","1","Mon","Hum","Mal","Neu","poisoned by a rotted newt corpse"
"105","18698","64229","18698","34898","5","65","43","5","9","4508","34573","658","2226","0","3","192","nle.2693452.4.ttyrec3.bz2","4","18698","5","Mon","Hum","Mal","Neu","killed by a Green-elf"
"106","22237","59605","22237","33714","4","80","56","-1","10","5359","33152","3407","3135","0","6","78","nle.2693396.3.ttyrec3.bz2","3","22237","4","Mon","Hum","Mal","Neu","killed by a hallucinogen-distorted gnome"
"107","4883","23827","4883","15818","1","58","41","1","7","1213","16144","949","547","0","0","38","nle.2693401.5.ttyrec3.bz2","5","4883","1","Mon","Hum","Mal","Neu","poisoned by a rotted centipede corpse"
"108","330","3996","330","3058","1","20","12","6","3","78","2315","18","663","0","0","4","nle.2693397.10.ttyrec3.bz2","10","330","1","Mon","Hum","Mal","Neu","poisoned by a rotted giant rat corpse"
"109","3684","23564","3684","15170","1","60","42","6","7","921","14235","30","496","0","11","32","nle.2693393.8.ttyrec3.bz2","8","3684","1","Mon","Hum","Mal","Neu","killed by a pony while fainted from lack of food"
"110","1692","11284","1692","9543","1","39","36","0","6","421","7777","8","461","0","5","40","nle.2693387.6.ttyrec3.bz2","6","1692","1","Mon","Hum","Mal","Neu","killed by a dwarf zombie while fainted from lack of food"
"111","1779","16089","1779","12920","1","41","37","3","6","320","10837","7","490","0","57","119","nle.2693388.7.ttyrec3.bz2","7","1779","1","Mon","Hum","Mal","Neu","killed by a gnome while fainted from lack of food"
"112","479","6873","479","5714","1","30","26","-1","3","79","4528","7","487","0","3","8","nle.2693396.4.ttyrec3.bz2","4","479","1","Mon","Hum","Mal","Neu","killed by a newt while fainted from lack of food"
"113","2305","18811","2305","13690","1","46","36","3","6","322","11488","5","467","0","5","26","nle.2693394.9.ttyrec3.bz2","9","2305","1","Mon","Hum","Mal","Neu","died of starvation while fainted"
"114","4164","28460","4164","16165","1","43","39","3","7","1041","16284","28","623","0","1","50","nle.2693389.6.ttyrec3.bz2","6","4164","1","Mon","Hum","Mal","Neu","poisoned by a rotted glob of gray ooze"
"115","2172","14466","2172","10864","1","53","34","2","6","543","10326","778","539","0","1","38","nle.2693393.9.ttyrec3.bz2","9","2172","1","Mon","Hum","Mal","Neu","quit"
"116","4258","33297","4258","20382","1","52","48","5","7","1062","19817","32","652","0","1","3","nle.2693399.6.ttyrec3.bz2","6","4258","1","Mon","Hum","Mal","Neu","quit"
"117","7830","40663","7830","26551","3","50","48","0","8","1834","25683","1614","1481","0","13","115","nle.2693392.8.ttyrec3.bz2","8","7830","3","Mon","Hum","Mal","Neu","killed by a dog while fainted from lack of food"
"118","4306","26469","4306","19381","1","37","32","3","5","319","17326","212","666","0","12","24","nle.2693395.8.ttyrec3.bz2","8","4306","1","Mon","Hum","Mal","Neu","died of starvation while fainted"
"119","3932","32764","3932","18296","1","52","49","4","7","983","17869","20","537","0","0","52","nle.2693390.5.ttyrec3.bz2","5","3932","1","Mon","Hum","Mal","Neu","poisoned by a rotted giant rat corpse"
"120","2566","19137","2566","14230","1","50","40","3","6","330","13264","16","518","0","19","97","nle.2693396.5.ttyrec3.bz2","5","2566","1","Mon","Hum","Mal","Neu","killed by a giant rat"
"122","5735","22973","5735","16457","2","57","34","3","8","1390","15832","225","904","0","0","48","nle.2693387.7.ttyrec3.bz2","7","5735","2","Mon","Hum","Mal","Neu","quit"
