"Unnamed: 0","reward","len","score","turns","dlvl","max_hitpoints","max_energy","armor_class","experience_level","experience_points","eating_score","gold_score","scout_score","sokobanfillpit_score","staircase_pet_score","staircase_score","ttyrecname","episode_number","true_objective","maxlvl","role","race","gender","align","death"
"373","1781","16589","1781","9863","1","52","30","10","6","442","9361","3","562","0","30","46","nle.2693391.23.ttyrec3.bz2","23","1781","1","Mon","Hum","Mal","Neu","killed by a giant rat while fainted from lack of food"
"374","8845","25766","8845","13661","6","67","51","2","8","2085","13206","289","3094","0","0","40","nle.2693400.23.ttyrec3.bz2","23","8845","8","Mon","Hum","Mal","Neu","killed by a fire ant"
"375","6627","36702","6627","20621","1","62","38","2","8","1636","20493","103","521","0","0","81","nle.2693399.20.ttyrec3.bz2","20","6627","1","Mon","Hum","Mal","Neu","quit"
"376","4905","35582","4905","22640","1","36","37","3","7","1217","22172","17","500","0","14","21","nle.2693389.25.ttyrec3.bz2","25","4905","1","Mon","Hum","Mal","Neu","quit"
"377","12772","40021","12772","27860","4","61","57","4","9","2937","28795","854","2564","0","18","66","nle.2693401.23.ttyrec3.bz2","23","12772","4","Mon","Hum","Mal","Neu","choked on a food ration"
"378","15142","90839","15142","30972","3","60","49","5","9","3753","30123","390","1754","0","3","134","nle.2693394.26.ttyrec3.bz2","26","15142","3","Mon","Hum","Mal","Neu","poisoned by a rotted centipede corpse"
"379","5093","29861","5093","17413","1","49","41","2","7","1256","16710","59","337","0","40","107","nle.2693452.18.ttyrec3.bz2","18","5093","1","Mon","Hum","Mal","Neu","quit"
"380","16310","58953","16310","30464","7","58","41","4","9","3991","30208","738","3851","0","18","73","nle.2693396.16.ttyrec3.bz2","16","16310","7","Mon","Hum","Mal","Neu","poisoned by a rotted black unicorn corpse"
"381","2798","10058","2798","5906","5","44","25","5","6","632","6121","70","2939","0","0","39","nle.2693399.21.ttyrec3.bz2","21","2798","5","Mon","Hum","Mal","Neu","quit"
"382","6611","30484","6611","21166","8","67","27","1","8","1536","20453","97","2323","0","8","65","nle.2693398.24.ttyrec3.bz2","24","6611","8","Mon","Hum","Mal","Neu","killed by a leocrotta"
"383","540","5539","540","3418","1","35","28","3","4","131","3475","16","684","0","0","2","nle.2693396.17.ttyrec3.bz2","17","540","1","Mon","Hum","Mal","Neu","poisoned by a rotted gecko corpse"
"384","18542","100000","18542","38084","3","58","62","4","9","4590","37544","582","2293","0","12","67","nle.2693388.22.ttyrec3.bz2","22","18542","4","Mon","Hum","Mal","Neu","quit"
"385","1399","13166","1399","10334","1","41","25","10","6","347","9251","11","522","0","2","72","nle.2693394.27.ttyrec3.bz2","27","1399","1","Mon","Hum","Mal","Neu","killed by a manes while fainted from lack of food"
"386","2750","22930","2750","17129","1","43","29","-3","6","639","16136","48","678","0","7","95","nle.2693387.25.ttyrec3.bz2","25","2750","1","Mon","Hum","Mal","Neu","died of starvation while frozen by a monster's gaze"
"387","13174","47807","13174","29243","5","70","60","-3","9","3129","29417","2012","3605","0","3","82","nle.2693393.28.ttyrec3.bz2","28","13174","5","Mon","Hum","Mal","Neu","killed by a Woodland-elf while praying"
"388","1456","11812","1456","8110","1","35","22","3","6","358","7197","4","464","0","0","14","nle.2693399.22.ttyrec3.bz2","22","1456","1","Mon","Hum","Mal","Neu","quit"
"389","64","1296","64","1008","1","14","4","4","1","16","992","0","248","0","0","0","nle.2693393.29.ttyrec3.bz2","29","64","1","Mon","Hum","Mal","Neu","quit"
"391","0","248","0","57","1","14","4","4","1","0","0","0","78","0","0","0","nle.2693395.26.ttyrec3.bz2","26","0","1","Mon","Hum","Mal","Neu","quit"
"392","10188","35940","10188","23720","6","61","53","1","8","2425","23735","590","2918","0","3","75","nle.2693390.25.ttyrec3.bz2","25","10188","6","Mon","Hum","Mal","Neu","killed by a mumak"
"393","5337","25220","5337","18012","1","60","48","1","8","1311","17999","221","470","0","3","45","nle.2693391.24.ttyrec3.bz2","24","5337","1","Mon","Hum","Mal","Neu","poisoned by a rotted gnome lord corpse"
"394","18539","53996","18539","30433","6","74","51","0","9","4531","30123","1407","2824","0","0","15","nle.2693392.24.ttyrec3.bz2","24","18539","6","Mon","Hum","Mal","Neu","killed by a chameleon imitating a minotaur"
"395","1871","16353","1871","11121","1","43","38","3","6","458","11107","9","539","0","17","96","nle.2693398.25.ttyrec3.bz2","25","1871","1","Mon","Hum","Mal","Neu","killed by a kitten"
"396","4220","28384","4220","16373","1","46","35","0","7","1046","15624","182","513","0","0","9","nle.2693389.26.ttyrec3.bz2","26","4220","1","Mon","Hum","Mal","Neu","poisoned by a rotted bat corpse while helpless"
"397","2090","16181","2090","11212","1","38","31","3","6","332","9972","14","474","0","0","81","nle.2693396.18.ttyrec3.bz2","18","2090","1","Mon","Hum","Mal","Neu","killed by a mildly contaminated potion"
"398","8247","34256","8247","20985","4","51","44","2","8","2006","19828","93","1481","0","1","72","nle.2693400.24.ttyrec3.bz2","24","8247","4","Mon","Hum","Mal","Neu","killed by a werejackal while fainted from lack of food"
"399","1108","10277","1108","7281","1","31","23","3","5","276","6890","4","563","0","1","46","nle.2693391.25.ttyrec3.bz2","25","1108","1","Mon","Hum","Mal","Neu","poisoned by a rotted jackal corpse while helpless"
"400","1424","10574","1424","7627","1","51","30","3","6","352","6943","16","554","0","3","45","nle.2693392.25.ttyrec3.bz2","25","1424","1","Mon","Hum","Mal","Neu","poisoned by a rotted red mold corpse"
"401","1547","14226","1547","10481","1","50","34","-2","6","378","9653","15","600","0","5","15","nle.2693390.26.ttyrec3.bz2","26","1547","1","Mon","Hum","Mal","Neu","killed by a giant bat while fainted from lack of food"
"402","4732","30772","4732","19864","1","52","36","2","7","1178","19719","250","561","0","52","206","nle.2693452.19.ttyrec3.bz2","19","4732","1","Mon","Hum","Mal","Neu","quit"
"403","14519","78793","14519","34187","4","60","46","6","9","3583","34335","497","2040","0","2","52","nle.2693397.26.ttyrec3.bz2","26","14519","4","Mon","Hum","Mal","Neu","killed by a soldier ant"
"404","4254","19668","4254","13351","1","7","30","7","7","1059","12872","20","577","0","3","23","nle.2693399.23.ttyrec3.bz2","23","4254","1","Mon","Hum","Mal","Neu","killed by the wrath of Chih Sung-tzu"
"405","10358","40718","10358","27474","5","56","43","-2","8","2317","27360","2628","3232","0","20","56","nle.2693401.24.ttyrec3.bz2","24","10358","5","Mon","Hum","Mal","Neu","killed by a dwarf lord"
"406","411","4064","411","3191","1","35","20","3","4","97","2995","23","588","0","0","4","nle.2693397.27.ttyrec3.bz2","27","411","1","Mon","Hum","Mal","Neu","quit"
"407","1284","9071","1284","7098","1","41","36","3","5","318","6681","2","526","0","0","36","nle.2693392.26.ttyrec3.bz2","26","1284","1","Mon","Hum","Mal","Neu","poisoned by a rotted iguana corpse"
"408","4005","23825","4005","16148","1","56","49","2","7","990","15640","99","495","0","0","5","nle.2693393.30.ttyrec3.bz2","30","4005","1","Mon","Hum","Mal","Neu","poisoned by a rotted dwarf corpse"
"409","2014","16742","2014","12203","1","41","49","3","6","501","10872","0","420","0","3","41","nle.2693389.27.ttyrec3.bz2","27","2014","1","Mon","Hum","Mal","Neu","killed by the ghost of Mizue while being frightened to death"
"410","2842","25371","2842","18851","1","63","39","3","7","708","18261","26","627","0","1","60","nle.2693395.27.ttyrec3.bz2","27","2842","1","Mon","Hum","Mal","Neu","quit"
"411","4494","31338","4494","21115","2","47","41","4","7","1111","20336","38","660","0","26","74","nle.2693387.26.ttyrec3.bz2","26","4494","2","Mon","Hum","Mal","Neu","quit"
"412","8869","34408","8869","20989","4","54","32","-1","8","2140","20918","1013","2712","0","1","32","nle.2693388.23.ttyrec3.bz2","23","8869","4","Mon","Hum","Mal","Neu","killed by a magic missile"
"413","787","7450","787","5363","1","36","13","4","5","195","4630","7","418","0","9","20","nle.2693397.28.ttyrec3.bz2","28","787","1","Mon","Hum","Mal","Neu","poisoned by a rotted yellow mold corpse"
"414","814","5762","814","4475","1","37","35","4","5","200","4191","14","522","0","1","34","nle.2693393.31.ttyrec3.bz2","31","814","1","Mon","Hum","Mal","Neu","killed by a little dog"
"415","3425","22599","3425","15131","1","6","37","6","7","852","14113","7","577","0","2","27","nle.2693396.19.ttyrec3.bz2","19","3425","1","Mon","Hum","Mal","Neu","died of starvation while fainted"
"416","317","6842","317","4812","1","24","10","-2","2","39","4741","7","495","0","1","12","nle.2693387.27.ttyrec3.bz2","27","317","1","Mon","Hum","Mal","Neu","killed by a fox while fainted from lack of food"
"417","558","5241","558","4037","1","27","18","3","4","136","3571","14","579","0","0","2","nle.2693388.24.ttyrec3.bz2","24","558","1","Mon","Hum","Mal","Neu","killed by a kitten"
"418","2463","18934","2463","13968","1","43","37","3","6","321","12674","19","725","0","21","50","nle.2693452.20.ttyrec3.bz2","20","2463","1","Mon","Hum","Mal","Neu","killed by a cave spider while fainted from lack of food"
"419","4660","24789","4660","15967","1","48","38","-2","7","1118","15717","508","531","0","0","160","nle.2693400.25.ttyrec3.bz2","25","4660","1","Mon","Hum","Mal","Neu","poisoned by a rotted cave spider corpse"
"420","2942","17841","2942","12888","1","56","43","3","7","731","12715","18","572","0","0","36","nle.2693399.24.ttyrec3.bz2","24","2942","1","Mon","Hum","Mal","Neu","poisoned by a rotted jackal corpse"
"421","2138","17004","2138","11528","1","50","33","4","6","532","11065","870","718","0","0","45","nle.2693401.25.ttyrec3.bz2","25","2138","1","Mon","Hum","Mal","Neu","quit"
"422","3356","22055","3356","13894","1","51","51","3","7","839","13076","14","485","0","1","42","nle.2693390.27.ttyrec3.bz2","27","3356","1","Mon","Hum","Mal","Neu","quit"
"424","4485","24852","4485","17347","1","42","36","0","7","1113","16213","23","612","0","2","49","nle.2693391.26.ttyrec3.bz2","26","4485","1","Mon","Hum","Mal","Neu","killed by a manes while fainted from lack of food"
"425","1809","16980","1809","13855","1","41","20","3","5","319","12301","13","748","0","1","19","nle.2693389.28.ttyrec3.bz2","28","1809","1","Mon","Hum","Mal","Neu","killed by a goblin while fainted from lack of food"
"426","3676","22565","3676","13190","1","59","41","2","7","911","12315","32","458","0","0","29","nle.2693392.27.ttyrec3.bz2","27","3676","1","Mon","Hum","Mal","Neu","killed by a kobold lord while fainted from lack of food"
"427","1851","15111","1851","10538","1","43","33","2","6","459","9986","5","553","0","2","22","nle.2693397.29.ttyrec3.bz2","29","1851","1","Mon","Hum","Mal","Neu","poisoned by a rotted cave spider corpse"
"428","776","8677","776","7100","1","41","34","2","5","163","5804","16","550","0","0","2","nle.2693401.26.ttyrec3.bz2","26","776","1","Mon","Hum","Mal","Neu","killed by a kobold lord while fainted from lack of food"
"429","7592","52086","7592","26315","4","63","54","3","8","1810","26580","334","1943","0","20","145","nle.2693394.28.ttyrec3.bz2","28","7592","4","Mon","Hum","Mal","Neu","killed by a bolt of lightning"
"430","1524","13128","1524","11305","1","42","28","1","6","322","8307","16","569","0","6","36","nle.2693400.26.ttyrec3.bz2","26","1524","1","Mon","Hum","Mal","Neu","died of starvation while fainted"
"431","386","3153","386","2400","1","31","23","3","4","95","1901","6","568","0","0","4","nle.2693392.28.ttyrec3.bz2","28","386","1","Mon","Hum","Mal","Neu","killed by a wand"
"432","3418","22853","3418","16996","1","42","31","1","7","852","17004","38","710","0","4","26","nle.2693395.28.ttyrec3.bz2","28","3418","1","Mon","Hum","Mal","Neu","killed by a rothe"
"433","1812","15557","1812","13638","1","45","22","2","6","324","11439","20","739","0","7","23","nle.2693387.28.ttyrec3.bz2","28","1812","1","Mon","Hum","Mal","Neu","died of starvation while fainted"
"434","2400","16589","2400","11139","1","37","38","2","6","600","10579","0","329","0","2","30","nle.2693388.25.ttyrec3.bz2","25","2400","1","Mon","Hum","Mal","Neu","quit"
"435","521","3072","521","2219","1","26","18","3","4","125","1858","21","548","0","3","14","nle.2693388.26.ttyrec3.bz2","26","521","1","Mon","Hum","Mal","Neu","quit"
"436","2339","18705","2339","14757","1","44","33","4","6","323","13608","9","564","0","11","22","nle.2693391.27.ttyrec3.bz2","27","2339","1","Mon","Hum","Mal","Neu","killed by a giant rat while fainted from lack of food"
"437","9353","52901","9353","31081","4","74","58","7","8","2241","30514","413","2610","0","5","127","nle.2693398.26.ttyrec3.bz2","26","9353","4","Mon","Hum","Mal","Neu","killed by a Woodland-elf"
"438","3600","20655","3600","15703","1","48","38","2","6","639","14359","66","551","0","3","19","nle.2693401.27.ttyrec3.bz2","27","3600","1","Mon","Hum","Mal","Neu","killed by a jackal while fainted from lack of food"
"440","6119","37235","6119","21427","1","66","54","1","8","1526","20891","129","476","0","0","62","nle.2693396.20.ttyrec3.bz2","20","6119","1","Mon","Hum","Mal","Neu","quit"
"441","4121","25013","4121","14555","1","47","40","-1","7","1023","14750","29","550","0","0","29","nle.2693389.29.ttyrec3.bz2","29","4121","1","Mon","Hum","Mal","Neu","quit"
"442","5789","32719","5789","20538","3","77","44","3","8","1409","20270","297","1581","0","0","9","nle.2693390.28.ttyrec3.bz2","28","5789","3","Mon","Hum","Mal","Neu","killed by a gnome while fainted from lack of food"
"443","8","436","8","358","1","15","4","4","1","2","0","0","102","0","0","0","nle.2693389.30.ttyrec3.bz2","30","8","1","Mon","Hum","Mal","Neu","killed by a falling rock"
"444","4075","26198","4075","18039","1","52","39","1","7","1010","17850","121","483","0","4","8","nle.2693397.30.ttyrec3.bz2","30","4075","1","Mon","Hum","Mal","Neu","quit"
"445","4028","26703","4028","15406","1","49","48","1","7","963","14939","176","530","0","13","23","nle.2693394.29.ttyrec3.bz2","29","4028","1","Mon","Hum","Mal","Neu","quit"
"446","4102","27356","4102","19358","1","53","43","3","7","1023","19017","16","515","0","6","50","nle.2693392.29.ttyrec3.bz2","29","4102","1","Mon","Hum","Mal","Neu","quit"
"447","12263","41269","12263","27626","2","77","51","4","9","3031","27198","549","1120","0","0","23","nle.2693399.25.ttyrec3.bz2","25","12263","2","Mon","Hum","Mal","Neu","poisoned by a rotted jackal corpse"
"448","1196","11028","1196","8454","1","48","39","4","5","164","7295","16","594","0","1","14","nle.2693401.28.ttyrec3.bz2","28","1196","1","Mon","Hum","Mal","Neu","killed by a bat while fainted from lack of food"
"449","1133","11076","1133","7880","1","38","40","3","5","278","7359","21","493","0","13","55","nle.2693397.31.ttyrec3.bz2","31","1133","1","Mon","Hum","Mal","Neu","quit"
"450","3905","29941","3905","18465","1","56","39","10","7","964","17765","97","631","0","10","49","nle.2693388.27.ttyrec3.bz2","27","3905","1","Mon","Hum","Mal","Neu","killed by a rothe"
"451","1641","15055","1641","11460","1","54","26","3","5","316","11333","1101","471","0","7","27","nle.2693390.29.ttyrec3.bz2","29","1641","1","Mon","Hum","Mal","Neu","killed by a guard"
"452","11944","38433","11944","27027","3","66","57","4","9","2909","25951","168","1375","0","12","93","nle.2693400.27.ttyrec3.bz2","27","11944","3","Mon","Hum","Mal","Neu","killed by a black unicorn"
"453","4220","26424","4220","18840","1","45","28","0","7","1049","18571","24","570","0","4","7","nle.2693391.28.ttyrec3.bz2","28","4220","1","Mon","Hum","Mal","Neu","poisoned by a rotted brown mold corpse"
"454","1600","14013","1600","10884","1","41","32","10","6","398","9514","8","527","0","4","24","nle.2693394.30.ttyrec3.bz2","30","1600","1","Mon","Hum","Mal","Neu","killed by a dwarf zombie while fainted from lack of food"
"455","237","2913","237","2182","1","29","15","3","3","58","1782","5","509","0","14","19","nle.2693390.30.ttyrec3.bz2","30","237","1","Mon","Hum","Mal","Neu","quit"
"456","16777","50894","16777","29123","5","74","48","2","9","4130","28439","1853","2740","0","2","172","nle.2693452.22.ttyrec3.bz2","22","16777","5","Mon","Hum","Mal","Neu","killed by a dwarf lord"
"457","5081","29630","5081","17861","1","43","33","1","7","1248","17608","183","711","0","0","25","nle.2693398.27.ttyrec3.bz2","27","5081","1","Mon","Hum","Mal","Neu","killed by a pony"
"458","712","6053","712","4193","1","48","24","3","5","177","3728","4","393","0","5","35","nle.2693390.31.ttyrec3.bz2","31","712","1","Mon","Hum","Mal","Neu","quit"
"460","2757","20465","2757","14424","1","58","42","10","7","688","13846","5","641","0","6","28","nle.2693399.26.ttyrec3.bz2","26","2757","1","Mon","Hum","Mal","Neu","killed by a hobgoblin"
"461","1803","12249","1805","9494","1","44","34","4","6","448","8843","11","459","0","12","42","nle.2693452.23.ttyrec3.bz2","23","1803","1","Mon","Hum","Mal","Neu","poisoned by a rotted homunculus corpse"
"462","4975","29487","4975","19025","1","54","39","3","7","641","17605","111","591","0","0","57","nle.2693389.31.ttyrec3.bz2","31","4975","1","Mon","Hum","Mal","Neu","killed by a giant ant while fainted from lack of food"
"463","8590","53160","8590","27602","2","67","40","0","8","2133","27156","390","842","0","2","25","nle.2693387.29.ttyrec3.bz2","29","8590","2","Mon","Hum","Mal","Neu","killed by Ms. Sipaliwini; the shopkeeper"
"464","6605","30052","6605","18583","3","56","44","3","8","1590","18259","341","1437","0","1","149","nle.2693392.30.ttyrec3.bz2","30","6605","3","Mon","Hum","Mal","Neu","quit"
"465","5809","30930","5809","19112","2","58","44","3","8","1298","18410","673","760","0","0","44","nle.2693401.29.ttyrec3.bz2","29","5809","2","Mon","Hum","Mal","Neu","poisoned by a rotted glob of gray ooze"
"466","2996","20268","2996","13959","1","73","29","3","7","741","13423","22","565","0","5","33","nle.2693398.28.ttyrec3.bz2","28","2996","1","Mon","Hum","Mal","Neu","quit"
"467","5301","25271","5301","17122","1","61","35","1","8","1300","16794","487","643","0","3","41","nle.2693391.29.ttyrec3.bz2","29","5301","1","Mon","Hum","Mal","Neu","poisoned by a rotted kobold shaman corpse"
"468","5464","27198","5464","17435","5","62","50","-1","7","1167","17430","596","1467","0","12","132","nle.2693394.31.ttyrec3.bz2","31","5464","5","Mon","Hum","Mal","Neu","poisoned by a rotted gnome lord corpse"
"469","2963","19164","2963","12383","1","40","28","-1","6","639","11697","17","454","0","4","26","nle.2693396.22.ttyrec3.bz2","22","2963","1","Mon","Hum","Mal","Neu","killed by a goblin while fainted from lack of food"
"471","5594","25133","5594","17306","1","50","60","2","8","1398","16896","76","555","0","8","13","nle.2693399.27.ttyrec3.bz2","27","5594","1","Mon","Hum","Mal","Neu","poisoned by a rotted gecko corpse"
"472","1830","18858","1830","15786","1","40","29","3","6","457","14346","2","523","0","4","26","nle.2693401.30.ttyrec3.bz2","30","1830","1","Mon","Hum","Mal","Neu","killed by a giant bat while fainted from lack of food"
"473","14597","45699","14597","26950","5","73","40","0","9","3544","26972","301","3524","0","0","246","nle.2693400.28.ttyrec3.bz2","28","14597","5","Mon","Hum","Mal","Neu","killed by a spotted jelly"
"474","23892","50575","23892","30217","6","87","72","4","10","5880","29856","648","3964","0","25","112","nle.2693388.28.ttyrec3.bz2","28","23892","6","Mon","Hum","Mal","Neu","killed by a Grey-elf"
"476","4248","24818","4248","14741","1","48","35","2","7","1054","14393","292","475","0","0","80","nle.2693391.30.ttyrec3.bz2","30","4248","1","Mon","Hum","Mal","Neu","quit"
"477","8999","40280","8999","25720","2","61","40","6","8","1294","24552","245","1606","0","0","81","nle.2693452.24.ttyrec3.bz2","24","8999","3","Mon","Hum","Mal","Neu","killed by a giant ant while fainted from lack of food"
"478","2976","29297","2976","14627","1","46","31","4","7","742","14693","8","526","0","56","120","nle.2693396.23.ttyrec3.bz2","23","2976","1","Mon","Hum","Mal","Neu","poisoned by a rotted giant rat corpse"
"479","91","8114","91","3178","1","22","11","-4","2","22","3968","773","565","0","0","0","nle.2693452.25.ttyrec3.bz2","25","91","1","Mon","Hum","Mal","Neu","killed by a jackal while fainted from lack of food"
"480","20405","39324","20405","24145","9","71","44","3","9","4946","24072","177","2453","0","0","58","nle.2693398.29.ttyrec3.bz2","29","20405","9","Mon","Hum","Mal","Neu","killed by a mumak"
"481","4316","30449","4316","16329","1","68","42","4","7","1079","16186","48","514","0","5","238","nle.2693395.31.ttyrec3.bz2","31","4316","1","Mon","Hum","Mal","Neu","quit"
"482","16624","46308","16624","28892","5","82","51","-1","9","4025","29297","1022","3035","0","11","51","nle.2693392.31.ttyrec3.bz2","31","16624","5","Mon","Hum","Mal","Neu","quit"
"483","5879","26347","5879","18431","2","60","47","3","8","1448","17861","393","924","0","23","57","nle.2693401.31.ttyrec3.bz2","31","5879","2","Mon","Hum","Mal","Neu","killed by a magic missile"
"484","5344","32311","5344","18798","2","58","52","3","8","1321","18520","1896","937","0","0","73","nle.2693399.28.ttyrec3.bz2","28","5344","2","Mon","Hum","Mal","Neu","quit"
"485","3484","23090","3484","14985","1","50","45","3","7","871","14736","188","675","0","1","35","nle.2693388.29.ttyrec3.bz2","29","3484","1","Mon","Hum","Mal","Neu","quit"
"486","3845","27035","3845","20131","1","48","37","3","7","954","19258","33","531","0","2","42","nle.2693400.29.ttyrec3.bz2","29","3845","1","Mon","Hum","Mal","Neu","quit"
"487","1528","13355","1531","10051","1","47","37","3","6","382","10580","0","564","0","5","21","nle.2693398.30.ttyrec3.bz2","30","1528","1","Mon","Hum","Mal","Neu","poisoned by a rotted jackal corpse"
"488","4535","25885","4535","18461","1","58","32","-2","7","685","17166","35","522","0","14","43","nle.2693387.31.ttyrec3.bz2","31","4535","1","Mon","Hum","Mal","Neu","killed by a hill orc while fainted from lack of food"
"489","4165","24246","4165","17705","1","64","43","2","7","1026","17600","61","542","0","74","157","nle.2693391.31.ttyrec3.bz2","31","4165","1","Mon","Hum","Mal","Neu","quit"
"490","1839","13163","1839","10188","1","39","26","3","6","458","9170","7","445","0","0","35","nle.2693400.30.ttyrec3.bz2","30","1839","1","Mon","Hum","Mal","Neu","killed by a jackal while fainted from lack of food"
"491","7460","31746","7460","20593","6","70","47","1","8","1783","20140","322","1888","0","1","109","nle.2693396.24.ttyrec3.bz2","24","7460","6","Mon","Hum","Mal","Neu","killed by an invisible watch captain"
"492","2731","21481","2731","15774","1","57","43","1","7","680","15040","11","680","0","7","9","nle.2693399.29.ttyrec3.bz2","29","2731","1","Mon","Hum","Mal","Neu","poisoned by a rotted kobold corpse"
"493","4385","38623","4385","24978","2","44","29","-5","6","639","24556","159","792","0","3","54","nle.2693452.26.ttyrec3.bz2","26","4385","2","Mon","Hum","Mal","Neu","killed by an iguana"
"494","1814","17574","1821","11338","1","51","34","3","6","449","10056","8","509","0","0","31","nle.2693400.31.ttyrec3.bz2","31","1814","1","Mon","Hum","Mal","Neu","killed by a hobbit while fainted from lack of food"
"495","6422","31491","6422","24006","2","44","36","2","7","1279","22488","992","1159","0","5","42","nle.2693388.30.ttyrec3.bz2","30","6422","2","Mon","Hum","Mal","Neu","killed by a dwarf while fainted from lack of food"
"496","6238","33130","6238","17595","2","48","45","2","8","1505","17195","330","1015","0","0","60","nle.2693398.31.ttyrec3.bz2","31","6238","2","Mon","Hum","Mal","Neu","killed by a rothe"
"497","2204","11781","2204","8625","1","50","39","3","6","546","8169","10","673","0","0","15","nle.2693388.31.ttyrec3.bz2","31","2204","1","Mon","Hum","Mal","Neu","poisoned by a rotted gnome corpse"
"498","4844","28320","4844","17180","1","56","46","5","7","1211","16680","64","615","0","0","79","nle.2693452.27.ttyrec3.bz2","27","4844","1","Mon","Hum","Mal","Neu","quit"
"499","14398","48913","14398","32015","4","82","39","2","9","3512","31449","628","3531","0","4","125","nle.2693399.30.ttyrec3.bz2","30","14398","7","Mon","Hum","Mal","Neu","killed by a soldier ant"